market_name,token_id_yes,token_id_no,date_time,market_slug,condition_id
"Ethereum Up or Down - July 29, 12AM ET",60294357422829037379092020425579504843624454238876177211748156487187840929186,91617615971251149015522588270288868803576288456218795640767277062618168108790,2025-07-29 00:00 EDT,ethereum-up-or-down-july-29-12am-et,0x1eeb925c062e4c404287090f3ecb2fc7357c6da616cfbd4fb14de657a8ac0070
"Ethereum Up or Down - July 29, 1AM ET",20956606346703425671542970990611219094455106268644827014205749986117399096701,93446564502903034090251017223267094886686630383912947690563020806167689164244,2025-07-29 01:00 EDT,ethereum-up-or-down-july-29-1am-et,0xcdfae51f081de942926a6ac0d672f42894dc0ae48f9326caa91ad69bb764f3ec
"Ethereum Up or Down - July 29, 2AM ET",2558508247360023288538681327042808657528192088882915199136551447737826921357,73997839743778831218945088405204609125086731284973836281382457744941340361550,2025-07-29 02:00 EDT,ethereum-up-or-down-july-29-2am-et,0x6a5aa3a47579fb41cb26c1d7ae5d5ba3d45a96290058561263547a6cf52a47c7
"Ethereum Up or Down - July 29, 3AM ET",66579821848122478468493209431794011074563519476823577851510087418364535718584,34231339513998010797875929588479200846659789443431823299062701746945428427438,2025-07-29 03:00 EDT,ethereum-up-or-down-july-29-3am-et,0xfba41e40f41187c62b8fa0ab2fd5963f60908b1649475d630cf518ba7d6b6ade
"Ethereum Up or Down - July 29, 4AM ET",83214648955538345602969819912049664346747621374789564934512374981762967593806,635812055431382120572421374047081771504860354284646726563658462430179168290,2025-07-29 04:00 EDT,ethereum-up-or-down-july-29-4am-et,0xf2055e7f842bd1ae9dd10f5244447f1462941d93da7d69767e5a472141a523b8
"Ethereum Up or Down - July 29, 5AM ET",7152994222854497620580803567959927061854838605880240773250908308178238958823,105587036518772830130173442728232441870981613086255829923757337212887670352712,2025-07-29 05:00 EDT,ethereum-up-or-down-july-29-5am-et,0x72531fc1916084843a74b3b3712f3d8561b2bac3afcc52ccc2b53180f14ded5d
"Ethereum Up or Down - July 29, 6AM ET",31835922145785210177039965645351492998238179743493405020872347907139048851377,107208557567665244989774697550386510674455790585429386134189797507235489487916,2025-07-29 06:00 EDT,ethereum-up-or-down-july-29-6am-et,0xed6d32a7f6379ecc0278f74a8443c28f78d4408ee8fbb39e76410ae8ce9c5ac8
"Ethereum Up or Down - July 29, 7AM ET",9429922016116302275399907484914137727727249866769118960762712643596780723374,99218140730220137545117652048870577966515063206610432605417742046123334321493,2025-07-29 07:00 EDT,ethereum-up-or-down-july-29-7am-et,0x4ccc2f4020a6302270060a82d268ce9a4e968462242b2b7a979199bbc3ffc97c
"Ethereum Up or Down - July 29, 8AM ET",73161444565556434923956383520039281182259511898219919381486267527036683030818,57302972389571662601839563980250995678959576990004239226519109722728033672866,2025-07-29 08:00 EDT,ethereum-up-or-down-july-29-8am-et,0xda7ada4fe56d46dd141ca546119c4b6dbc87e56223bfaf07a7398f97ce5db110
"Ethereum Up or Down - July 29, 9AM ET",65638603275618506180314692510916035540633801517579226110548352835927822172900,74065653817115591523642007892753506239344217958735355436454472085028705451155,2025-07-29 09:00 EDT,ethereum-up-or-down-july-29-9am-et,0x05c831a908310257637977a98fec8ac9ea87bd134bc4641935e9fdec899e0f0e
"Ethereum Up or Down - July 29, 10AM ET",76422685563781787672354924338385061734464947140621933512772434270466335233918,41660798736695884718712849646841581212594582862078572618879739704796247551567,2025-07-29 10:00 EDT,ethereum-up-or-down-july-29-10am-et,0x6d079a776d55a82e848b255ee88515e962640e68239c40b875192f408bda9378
"Ethereum Up or Down - July 29, 11AM ET",26738337465942052213367108260327568109991786616955700765596790894385832740538,7628226077623249553791177987339230183093307192999405220234732987145497265866,2025-07-29 11:00 EDT,ethereum-up-or-down-july-29-11am-et,0x01dd15c4af1c4c2d9d95430c9eba68926806484433212f000180d8f747c2e76a
"Ethereum Up or Down - July 29, 12PM ET",49698844890810120563970838867133689048715808926042794276979079242581234155001,19152264853102599589935943188952298578888097906643511284056491130194913292508,2025-07-29 12:00 EDT,ethereum-up-or-down-july-29-12pm-et,0xf71d7376fba010f50c559a066651e60b057e9ed76cc887afa760981aadf8b1e9
"Ethereum Up or Down - July 29, 1PM ET",10246357496219099638938056258947359849518464168499047109687338601966183527415,44121157791804541086952179417925897919837583152605925036182611125012488294885,2025-07-29 13:00 EDT,ethereum-up-or-down-july-29-1pm-et,0x544853c5f29fa100be0347a4f92955c6ca4f863087150a4b0f3dc52007bd3e9d
"Ethereum Up or Down - July 29, 2PM ET",100787157299650494894296690406002159228544052130286226915869761379735781147634,25390388764617263128446757724480925987727133738909394892161919014527342281523,2025-07-29 14:00 EDT,ethereum-up-or-down-july-29-2pm-et,0x8c7dd5782cc5f1ce1bafe2f3f0df42b8100416813af3ffe2687b8fc30aed57a3
"Ethereum Up or Down - July 29, 3PM ET",48397576272408903171067106745922896000940864629577019214909023331172306466873,10273484955409479810710510504158395302742937590294557316652904248125822578066,2025-07-29 15:00 EDT,ethereum-up-or-down-july-29-3pm-et,0x1692ce1332614107787b5cedd70379c196541264db970630c7851e98870eccf2
"Ethereum Up or Down - July 29, 4PM ET",53903820385318987116248159639765895775556444905930131154751745495904139873947,115268292825029101101689549649803202434122646293299364052714311272937628390900,2025-07-29 16:00 EDT,ethereum-up-or-down-july-29-4pm-et,0x978509eb199d6b272a48298b2683d17fe72e9f61f7902c2cc8209cb0183f7035
"Ethereum Up or Down - July 29, 5PM ET",24858194081909431585614136420575412873581059845543590067192461338527017326711,8008346954448307957544023129806090170110715526400678974860510851612830134933,2025-07-29 17:00 EDT,ethereum-up-or-down-july-29-5pm-et,0x76337ede2c71140f7ab7361f70bf8e39cb2fb057e3921acb979bfad77071e641
"Ethereum Up or Down - July 29, 6PM ET",24717602332994596313111989583240403691038944864630281240714546517739034513141,8545754820340916469309038654199071075479733109604687877698429697733890891624,2025-07-29 18:00 EDT,ethereum-up-or-down-july-29-6pm-et,0x85eb34298dd6b9e9b49d4304ef99983640ca67bad7b39adbe861cdff52413e68
"Ethereum Up or Down - July 29, 7PM ET",95019392404985081165266918074729728181299107417919438800968313617308649578736,63617776714762728300389896671583588850066128400216258667096521297633246012479,2025-07-29 19:00 EDT,ethereum-up-or-down-july-29-7pm-et,0xa4ecfa4ff2074c4f355870e7035ca8fe358596e4faa4b64e7958dda5a4ca1611
"Ethereum Up or Down - July 29, 8PM ET",65235056722210620309965014069802872481074137578056466792338978107734119894078,80982360151901712084795811556523338384947239217531558807388194203031158807202,2025-07-29 20:00 EDT,ethereum-up-or-down-july-29-8pm-et,0x2dbef953c281ac701a18e2cc3c678fd211ba935f081b13ac4dd66626d526f75b
"Ethereum Up or Down - July 29, 9PM ET",57524660348105358300994335977842675321158496842648103908941928114559877158090,7078583542171637833923925836511680693239668268426645422489746905836504425253,2025-07-29 21:00 EDT,ethereum-up-or-down-july-29-9pm-et,0x218b4191c99fbec34fb305e893926bc671c3765cbc02a4b4ec32c94192629b01
"Ethereum Up or Down - July 29, 10PM ET",92728269757000546430483733011468067923499863512247856016313428778357237235427,21789546535327576748519226655146169655329020095236638547996409964847840738309,2025-07-29 22:00 EDT,ethereum-up-or-down-july-29-10pm-et,0x24b278e8edcb05b882552c701a5778cabb04cb7a24e3e80b16d9a9bb0a85fbf6
"Ethereum Up or Down - July 29, 11PM ET",92908428465585330061638520687055883844746966730626642422735293484066727049429,97319323501043184194856884642878523623437732730547832006483919347020461778346,2025-07-29 23:00 EDT,ethereum-up-or-down-july-29-11pm-et,0x0159a184219057d27880c7fe9b88d1b49e90145089654b3c2a7e65649fde2567
"Ethereum Up or Down - July 30, 12AM ET",45095891660842546427455781976870319882836720688028338535394434694945387897352,104218059427331756376673626469027811754862801728813169509451094947400899152061,2025-07-30 00:00 EDT,ethereum-up-or-down-july-30-12am-et,0x6e6cdeeeb1ed3d32539948bd9c85801677f5664e6483edab7ecc589003c98e24
"Ethereum Up or Down - July 30, 1AM ET",44776487610088949201394815935103221062724709699347439765926157057498868919586,44988068948238766132701091943705789302910730183639698586459326325386824309468,2025-07-30 01:00 EDT,ethereum-up-or-down-july-30-1am-et,0xa64a470575e990f85545eeeb831cde4ae818a2910bf463e56c9f7c1ae62f2338
"Ethereum Up or Down - July 30, 2AM ET",110900463695087231840875562083140277000725137121686723471186754319751557061958,64012574711575096970768172986430190077515203320964950933353490020514418673832,2025-07-30 02:00 EDT,ethereum-up-or-down-july-30-2am-et,0x551011b61c651ae70fa96b6610286f1c9c5177da678621a53a7371f2d7abcaf4
"Ethereum Up or Down - July 30, 3AM ET",16190341971897747602357625455069507556975691317768725704582275972570146393288,47483979708532839721619036917646739634840720074444731293059663359840622045981,2025-07-30 03:00 EDT,ethereum-up-or-down-july-30-3am-et,0x1968a2796bedd4f64033f64bd2dca6e36400e421cac120ad9b3edf4b9b1f7038
"Ethereum Up or Down - July 30, 4AM ET",69312394291303587488133765980190642094244654985421076332943888852522592670928,49844412080681737632282275031879501231672175783335571276990902417356697198709,2025-07-30 04:00 EDT,ethereum-up-or-down-july-30-4am-et,0xf83d4a95496b3b11d25f89e8346638964c53ff9e1251eda6dbc897ea0f880925
"Ethereum Up or Down - July 30, 5AM ET",94299277160736805135298283350162712926133355407467848883009334365638224819047,4369790209641416068171916781791917548445598858353507845525566660416112465701,2025-07-30 05:00 EDT,ethereum-up-or-down-july-30-5am-et,0x9eec6ea748c4625278f1919c73d68c098b37237f1caed733ae56f064f6fdf632
"Ethereum Up or Down - July 30, 6AM ET",107879347536254148718912287370414908690781537166986713222598081441226762509730,90638390689612873056041477218530384755607895241434196284271727397446479445064,2025-07-30 06:00 EDT,ethereum-up-or-down-july-30-6am-et,0xb85e34745ffee6d8aa1c4a72d6c0cebba1c1d2c283d40b0736f5b622866ff49f
"Ethereum Up or Down - July 30, 7AM ET",56673749469700484101667823982852084673496550526659595173962019233826080703388,47613094675867656882316566833823581705271563348932015295436113765010820689125,2025-07-30 07:00 EDT,ethereum-up-or-down-july-30-7am-et,0xa19e36b9c25ede5b8afce8fde44a4cfb7430d8a2d1d37c845ebb932aa082c563
"Ethereum Up or Down - July 30, 8AM ET",75053431045423716959060985284341303300934557123335509801578711098895395910930,25166991486014257804330865024377573671187628313767927877181095899692763098580,2025-07-30 08:00 EDT,ethereum-up-or-down-july-30-8am-et,0xfd76b56e0eccf431950d42e327056a4d5149610e7d49cb729c01afeffe551571
"Ethereum Up or Down - July 30, 9AM ET",72497266032599272697612327145218184528510127586197883339598005844712641157152,96016305329307037328741138404224645304920379589835671041876963906562332555384,2025-07-30 09:00 EDT,ethereum-up-or-down-july-30-9am-et,0xf7729e8c761654f3a7be9f1c96d7cc883246181f97e85b605de4384f6ba21c7e
"Ethereum Up or Down - July 30, 10AM ET",2441546990019177279479444454262166814486992744569819456613354062935246750276,80222470411922847052610169354792597032450262274069181379239030601443031955504,2025-07-30 10:00 EDT,ethereum-up-or-down-july-30-10am-et,0xfc7dacfc16ece4e723dd6285f0eafadbc61bbe39c4d0d957a31a3f31967abd1c
"Ethereum Up or Down - July 30, 11AM ET",80326193623040822193472795631033611727907439109833302560628211989419705743386,22904493331955756592024484245937942419936722715426852840830042388649483850626,2025-07-30 11:00 EDT,ethereum-up-or-down-july-30-11am-et,0x7639e27a9e85f3806eebbc6d32aaaa2b292a15a5c6842b79946a2b36ecadf3aa
"Ethereum Up or Down - July 30, 12PM ET",11415512883022429620025324137630703430301379755019880748226924600537757984977,40159216404187301866574725491512812201027009863715227820751395216469075642501,2025-07-30 12:00 EDT,ethereum-up-or-down-july-30-12pm-et,0x470e963fbd2172c46f6cb371f911579f7058635c494d9fb97e8d51c824168aac
"Ethereum Up or Down - July 30, 1PM ET",21295945982013661426818517522133749358916820908499686806760295060158770770334,6001396621718974790431819717846581186246568187766052658903730849322904631488,2025-07-30 13:00 EDT,ethereum-up-or-down-july-30-1pm-et,0xc34b4aa04c4480d56a9e3ad0ed90459efc7c8ac03b280ecdc68a5ebfd1f26701
"Ethereum Up or Down - July 30, 2PM ET",37529995825131549082840705939977751715655826081324501807556731598778717146363,45188670333500319625735058854452340520012768521605972495668845098589847547943,2025-07-30 14:00 EDT,ethereum-up-or-down-july-30-2pm-et,0x87c01296becfe21facaaa599fac44f37b4680773c048681f6c712c9c6bbce6c1
"Ethereum Up or Down - July 30, 3PM ET",87973756965878173295232567653233030076166612998866834996892733875588551783075,68641603189805685250814374717041767520531265432515655843776006433261554109384,2025-07-30 15:00 EDT,ethereum-up-or-down-july-30-3pm-et,0x0a4ff2f8f5e91441a2c44c8d2e2446d8cca15165bc73cf91dec9319729eb44db
"Ethereum Up or Down - July 30, 4PM ET",53788596731508537734390156100990571905696505079437669445867247263348350070973,113623406630176219054142281375818050913794062994700612276848799628506626082808,2025-07-30 16:00 EDT,ethereum-up-or-down-july-30-4pm-et,0x1359176cf23089b4a47f4da1fe933b8737a14ba3759db7f3415f4000bd4c0065
"Ethereum Up or Down - July 30, 5PM ET",61283424222867495480115389425079696935470128141862390548952359297855467374984,101922577661226713803068791403816042771540082937896695992812656775552976521423,2025-07-30 17:00 EDT,ethereum-up-or-down-july-30-5pm-et,0x71295d4a29a34d70d5254fb14e1dcf493e67752ad0af274542aabfcfc0ac9808
"Ethereum Up or Down - July 30, 6PM ET",32322194860110208828849616328575956562582323225060343477044250985100141821372,89094336104935854957425399323068296356451572960226311545364137562437738300972,2025-07-30 18:00 EDT,ethereum-up-or-down-july-30-6pm-et,0xae57aec4a78a2a072f8941ecaa8e71faf63f3c6e1255f7af83744389e527d66f
"Ethereum Up or Down - July 30, 7PM ET",35297066764876600721531163167741876050168648561556417804381159421067998166010,32480501473125393770683911635764023416491458550547561966527043136068840639695,2025-07-30 19:00 EDT,ethereum-up-or-down-july-30-7pm-et,0xac931ce5a3fc015696f6dba7977ca2c287e0064143dbbdac8f52502b3c221a9c
"Ethereum Up or Down - July 30, 8PM ET",109594889996981150716137497945273577169423068543031322413628101504389369275898,101723680469834238829507538872131751442065888326298810507947460602464249106220,2025-07-30 20:00 EDT,ethereum-up-or-down-july-30-8pm-et,0x06c3fb454f55a35eaae3153f516fe889f20967bd67813ce21e14416f416aab9f
"Ethereum Up or Down - July 30, 9PM ET",13705105393596248718506107606017379263058133499655129173886245192167308828277,103122764381103861165983364917459189782897598695956241726102463315266508759404,2025-07-30 21:00 EDT,ethereum-up-or-down-july-30-9pm-et,0x8ebde39ac25813bc1ec38fb66f97e0c61b71647eab5cb93fc9bfdc0405aeb1dc
"Ethereum Up or Down - July 30, 10PM ET",57095329450109746804735609489938343372770338213216035416860266848043372752212,11606729796208241734625196962640094412637841108719480163412137587851562294230,2025-07-30 22:00 EDT,ethereum-up-or-down-july-30-10pm-et,0x1ef23789891852948cf6e084200826287d6a47fcdce4b24bb616555d4f126be8
"Ethereum Up or Down - July 30, 11PM ET",97859007317156380267520432980306300731548691504639981268904505636911083905676,95117841276518005277213338707561355013426817110389806231228661016722962048398,2025-07-30 23:00 EDT,ethereum-up-or-down-july-30-11pm-et,0xb591682cc594c386e8862f4cb4340d227b4ebe2d6ee3332a7cd7efcebba17d39
